ID,group,item.number,item,spelling.learned,reduction.type,pronunciation,button.pressedd,correct,RT,trial,spellingTest.answer,spelling.correct
CV14,Canonical_Reduced,19,pencil,,,Familiar words,1,1,543,30,,
CV14,Canonical_Reduced,20,priest,,,Familiar words,1,1,435,105,,
CV14,Canonical_Reduced,21,restaurant,,,Familiar words,1,1,558,127,,
CV14,Canonical_Reduced,22,rubbish,,,Familiar words,1,1,563,44,,
CV14,Canonical_Reduced,23,shelter,,,Familiar words,4,0,639,121,,
CV14,Canonical_Reduced,24,shirt,,,Familiar words,1,1,757,72,,
CV14,Canonical_Reduced,25,sil,,,Familiar words,1,1,786,66,,
CV14,Canonical_Reduced,26,ske,,,Familiar words,1,1,755,60,,
CV14,Canonical_Reduced,27,spoon,,,Familiar words,1,1,680,87,,
CV14,Canonical_Reduced,28,summit,,,Familiar words,1,1,862,85,,
CV14,Canonical_Reduced,29,teeger,,,Familiar words,1,1,458,89,,
CV14,Canonical_Reduced,30,vegetable,,,Familiar words,1,1,686,51,,
CV14,Canonical_Reduced,31,window,,,Familiar words,1,1,550,52,,
CV15,Canonical_Reduced,99,bliddus,reduced,flap,"New words, trained pronunciation",1,1,377,117,binto,0
CV15,Canonical_Reduced,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,717,74,,
CV15,Canonical_Reduced,110,bunnow,reduced,nasal,"New words, trained pronunciation",4,0,810,3,buddow,0
CV15,Canonical_Reduced,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,582,103,,
CV15,Canonical_Reduced,98,cluddee,reduced,flap,"New words, trained pronunciation",1,1,724,5,cludee,0
CV15,Canonical_Reduced,125,credenner,reduced,nasal,"New words, trained pronunciation",1,1,601,86,clenneder,0
CV15,Canonical_Reduced,121,cynnergus,reduced,nasal,"New words, trained pronunciation",1,1,1139,71,clytodus,0
CV15,Canonical_Reduced,101,fluddow,reduced,flap,"New words, trained pronunciation",1,1,535,79,plinto,0
CV15,Canonical_Reduced,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,617,41,,
CV15,Canonical_Reduced,105,glunner,reduced,nasal,"New words, trained pronunciation",1,1,542,19,,1
CV15,Canonical_Reduced,127,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,663,94,,1
CV15,Canonical_Reduced,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,521,82,,
CV15,Canonical_Reduced,116,pribeddy,reduced,flap,"New words, trained pronunciation",1,1,631,93,pivotus,0
CV15,Canonical_Reduced,107,prounner,reduced,nasal,"New words, trained pronunciation",1,1,834,24,prouner,0
CV15,Canonical_Reduced,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,590,115,,
CV15,Canonical_Reduced,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,772,21,,
CV15,Canonical_Reduced,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,543,120,,
CV15,Canonical_Reduced,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,1014,26,,
CV15,Canonical_Reduced,112,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,839,97,sylvutus,0
CV15,Canonical_Reduced,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,781,17,,
CV15,Canonical_Reduced,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,516,42,,
CV15,Canonical_Reduced,118,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,803,77,spearotys,0
CV15,Canonical_Reduced,123,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,715,78,spinotus,0
CV15,Canonical_Reduced,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,741,126,,
CV15,Canonical_Reduced,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,652,70,,
CV15,Canonical_Reduced,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,628,80,,
CV15,Canonical_Reduced,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,544,88,,
CV15,Canonical_Reduced,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,513,18,,
CV15,Canonical_Reduced,109,trounny,reduced,nasal,"New words, trained pronunciation",1,1,531,123,bouty,0
CV15,Canonical_Reduced,115,veddetus,reduced,flap,"New words, trained pronunciation",1,1,540,95,venemus,0
CV15,Canonical_Reduced,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,679,46,,
CV15,Canonical_Reduced,102,vouddy,reduced,flap,"New words, trained pronunciation",1,1,1086,98,voudee,0
CV15,Canonical_Reduced,35,blittus,reduced,flap,"New words, canonical pronunciation",1,0,432,107,,
CV15,Canonical_Reduced,60,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,900,90,bedotus,0
CV15,Canonical_Reduced,46,buntow,reduced,nasal,"New words, canonical pronunciation",4,1,753,20,,
CV15,Canonical_Reduced,32,bytto,canonical,flap,"New words, canonical pronunciation",1,0,803,113,,1
CV15,Canonical_Reduced,34,cluttee,reduced,flap,"New words, canonical pronunciation",1,0,540,65,,
CV15,Canonical_Reduced,61,credenter,reduced,nasal,"New words, canonical pronunciation",1,0,763,37,,
CV15,Canonical_Reduced,57,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,1027,101,,
CV15,Canonical_Reduced,37,fluttow,reduced,flap,"New words, canonical pronunciation",1,0,633,32,,
CV15,Canonical_Reduced,47,gleanty,canonical,nasal,"New words, canonical pronunciation",1,0,483,125,,1
CV15,Canonical_Reduced,41,glunter,reduced,nasal,"New words, canonical pronunciation",1,0,585,111,,
CV15,Canonical_Reduced,63,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,755,100,,
CV15,Canonical_Reduced,49,pittery,canonical,flap,"New words, canonical pronunciation",1,0,684,104,,1
CV15,Canonical_Reduced,52,pribetty,reduced,flap,"New words, canonical pronunciation",4,1,660,34,,
CV15,Canonical_Reduced,43,prounter,reduced,nasal,"New words, canonical pronunciation",1,0,634,23,,
CV15,Canonical_Reduced,36,ruttow,canonical,flap,"New words, canonical pronunciation",4,1,1069,59,,1
CV15,Canonical_Reduced,55,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,947,48,sneacty,0
CV15,Canonical_Reduced,42,sento,canonical,nasal,"New words, canonical pronunciation",1,0,922,1,,1
CV15,Canonical_Reduced,39,slettow,canonical,flap,"New words, canonical pronunciation",1,0,1120,9,sedow,0
CV15,Canonical_Reduced,48,slyttenee,reduced,flap,"New words, canonical pronunciation",1,0,953,96,,
CV15,Canonical_Reduced,44,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,1351,40,spinto,0
CV15,Canonical_Reduced,56,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,904,10,sounterbee,0
CV15,Canonical_Reduced,54,spearottus,reduced,flap,"New words, canonical pronunciation",1,0,867,22,,
CV15,Canonical_Reduced,59,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,884,53,,
CV15,Canonical_Reduced,62,suspintus,canonical,nasal,"New words, canonical pronunciation",4,1,1108,38,spinotus,0
CV15,Canonical_Reduced,53,trecottus,canonical,flap,"New words, canonical pronunciation",4,1,974,119,trecotus,0
CV15,Canonical_Reduced,40,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,538,49,trentor,0
CV15,Canonical_Reduced,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,910,69,trenetus,0
CV15,Canonical_Reduced,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,509,116,trento,0
CV15,Canonical_Reduced,45,trounty,reduced,nasal,"New words, canonical pronunciation",4,1,1560,110,,
CV15,Canonical_Reduced,51,vettetus,reduced,flap,"New words, canonical pronunciation",1,0,1033,67,,
CV15,Canonical_Reduced,58,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,1050,35,,1
CV15,Canonical_Reduced,38,voutty,reduced,flap,"New words, canonical pronunciation",1,0,481,106,,
CV15,Canonical_Reduced,64,abron,,,Nonwords,4,1,638,124,,
CV15,Canonical_Reduced,65,balloom,,,Nonwords,1,0,541,99,,
CV15,Canonical_Reduced,68,bashketball,,,Nonwords,4,1,713,62,,
CV15,Canonical_Reduced,83,bencil,,,Nonwords,4,1,627,91,,
CV15,Canonical_Reduced,84,briest,,,Nonwords,4,1,736,29,,
CV15,Canonical_Reduced,70,cabimet,,,Nonwords,4,1,777,114,,
CV15,Canonical_Reduced,71,cassier,,,Nonwords,4,1,670,8,,
CV15,Canonical_Reduced,72,crame,,,Nonwords,4,1,785,13,,
CV15,Canonical_Reduced,73,dansher,,,Nonwords,4,1,816,92,,
CV15,Canonical_Reduced,74,feshtival,,,Nonwords,4,1,634,56,,
CV15,Canonical_Reduced,75,fiss,,,Nonwords,4,1,801,45,,
CV15,Canonical_Reduced,76,glash,,,Nonwords,4,1,975,64,,
CV15,Canonical_Reduced,77,grabe,,,Nonwords,4,1,733,28,,
CV15,Canonical_Reduced,78,han,,,Nonwords,4,1,822,25,,
CV15,Canonical_Reduced,79,herpivore,,,Nonwords,4,1,799,54,,
CV15,Canonical_Reduced,80,nechanic,,,Nonwords,4,1,854,31,,
CV15,Canonical_Reduced,81,nushroom,,,Nonwords,4,1,512,27,,
CV15,Canonical_Reduced,82,palashe,,,Nonwords,4,1,923,55,,
CV15,Canonical_Reduced,66,pank,,,Nonwords,4,1,1047,6,,
CV15,Canonical_Reduced,67,parrel,,,Nonwords,4,1,927,63,,
CV15,Canonical_Reduced,69,prain,,,Nonwords,4,1,3073,0,,
CV15,Canonical_Reduced,85,reshtaurant,,,Nonwords,1,0,990,36,,
CV15,Canonical_Reduced,86,ruppish,,,Nonwords,4,1,1091,68,,
CV15,Canonical_Reduced,87,selter,,,Nonwords,4,1,824,108,,
CV15,Canonical_Reduced,90,shke,,,Nonwords,4,1,645,61,,
CV15,Canonical_Reduced,88,sirt,,,Nonwords,4,1,421,75,,
CV15,Canonical_Reduced,89,smail,,,Nonwords,4,1,843,7,,
CV15,Canonical_Reduced,91,spoom,,,Nonwords,1,0,549,76,,
CV15,Canonical_Reduced,92,sunnit,,,Nonwords,4,1,615,118,,
CV15,Canonical_Reduced,93,teemager,,,Nonwords,4,1,844,14,,
CV15,Canonical_Reduced,94,vegetaple,,,Nonwords,4,1,978,84,,
CV15,Canonical_Reduced,95,wimdow,,,Nonwords,1,0,297,83,,
CV15,Canonical_Reduced,0,apron,,,Familiar words,1,1,528,50,,
CV15,Canonical_Reduced,1,balloon,,,Familiar words,1,1,699,33,,
CV15,Canonical_Reduced,2,bank,,,Familiar words,1,1,409,109,,
CV15,Canonical_Reduced,3,barrel,,,Familiar words,1,1,848,16,,
CV15,Canonical_Reduced,4,basketball,,,Familiar words,1,1,1023,2,,
CV15,Canonical_Reduced,5,brain,,,Familiar words,1,1,705,47,,
CV15,Canonical_Reduced,6,cabinet,,,Familiar words,1,1,553,73,,
CV15,Canonical_Reduced,7,cashier,,,Familiar words,1,1,666,12,,
CV15,Canonical_Reduced,8,crane,,,Familiar words,1,1,523,43,,
CV15,Canonical_Reduced,9,dancer,,,Familiar words,1,1,754,15,,
CV15,Canonical_Reduced,10,festival,,,Familiar words,1,1,474,122,,
CV15,Canonical_Reduced,11,fish,,,Familiar words,1,1,540,39,,
CV15,Canonical_Reduced,12,glass,,,Familiar words,1,1,532,58,,
CV15,Canonical_Reduced,13,grape,,,Familiar words,1,1,581,11,,
CV15,Canonical_Reduced,14,ham,,,Familiar words,1,1,817,102,,
CV15,Canonical_Reduced,15,herbivore,,,Familiar words,1,1,641,57,,
CV15,Canonical_Reduced,16,mechanic,,,Familiar words,1,1,733,112,,
CV15,Canonical_Reduced,17,mushroom,,,Familiar words,1,1,902,4,,
CV15,Canonical_Reduced,18,palace,,,Familiar words,1,1,675,81,,
CV15,Canonical_Reduced,19,pencil,,,Familiar words,1,1,617,30,,
CV15,Canonical_Reduced,20,priest,,,Familiar words,1,1,718,105,,
CV15,Canonical_Reduced,21,restaurant,,,Familiar words,1,1,614,127,,
CV15,Canonical_Reduced,22,rubbish,,,Familiar words,1,1,755,44,,
CV15,Canonical_Reduced,23,shelter,,,Familiar words,1,1,610,121,,
CV15,Canonical_Reduced,24,shirt,,,Familiar words,1,1,809,72,,
CV15,Canonical_Reduced,25,sil,,,Familiar words,1,1,670,66,,
CV15,Canonical_Reduced,26,ske,,,Familiar words,1,1,861,60,,
CV15,Canonical_Reduced,27,spoon,,,Familiar words,1,1,960,87,,
CV15,Canonical_Reduced,28,summit,,,Familiar words,1,1,1002,85,,
CV15,Canonical_Reduced,29,teeger,,,Familiar words,1,1,609,89,,
CV15,Canonical_Reduced,30,vegetable,,,Familiar words,1,1,706,51,,
CV15,Canonical_Reduced,31,window,,,Familiar words,1,1,529,52,,
CV16,Canonical_Reduced,99,bliddus,reduced,flap,"New words, trained pronunciation",1,1,739,117,,0
CV16,Canonical_Reduced,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,839,74,,
CV16,Canonical_Reduced,110,bunnow,reduced,nasal,"New words, trained pronunciation",1,1,1061,3,,1
CV16,Canonical_Reduced,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,967,103,,
CV16,Canonical_Reduced,98,cluddee,reduced,flap,"New words, trained pronunciation",1,1,880,5,,0
CV16,Canonical_Reduced,125,credenner,reduced,nasal,"New words, trained pronunciation",1,1,942,86,clegennus,0
CV16,Canonical_Reduced,121,cynnergus,reduced,nasal,"New words, trained pronunciation",1,1,1186,71,cly,0
CV16,Canonical_Reduced,101,fluddow,reduced,flap,"New words, trained pronunciation",1,1,882,79,,1
CV16,Canonical_Reduced,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,958,41,,
CV16,Canonical_Reduced,105,glunner,reduced,nasal,"New words, trained pronunciation",1,1,1088,19,,0
CV16,Canonical_Reduced,127,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,1011,94,,1
CV16,Canonical_Reduced,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,795,82,,
CV16,Canonical_Reduced,116,pribeddy,reduced,flap,"New words, trained pronunciation",1,1,875,93,,1
CV16,Canonical_Reduced,107,prounner,reduced,nasal,"New words, trained pronunciation",1,1,736,24,,1
CV16,Canonical_Reduced,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,755,115,,
CV16,Canonical_Reduced,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,1222,21,,
CV16,Canonical_Reduced,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,775,120,,
CV16,Canonical_Reduced,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,1328,26,,
CV16,Canonical_Reduced,112,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,1062,97,sly,0
CV16,Canonical_Reduced,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,1268,17,,
CV16,Canonical_Reduced,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,970,42,,
CV16,Canonical_Reduced,118,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,1149,77,spearetty,0
CV16,Canonical_Reduced,123,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,1200,78,,0
CV16,Canonical_Reduced,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,1025,126,,
CV16,Canonical_Reduced,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,1068,70,,
CV16,Canonical_Reduced,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,922,80,,
CV16,Canonical_Reduced,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,856,88,,
CV16,Canonical_Reduced,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,970,18,,
CV16,Canonical_Reduced,109,trounny,reduced,nasal,"New words, trained pronunciation",1,1,662,123,,1
CV16,Canonical_Reduced,115,veddetus,reduced,flap,"New words, trained pronunciation",1,1,1185,95,,0
CV16,Canonical_Reduced,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,854,46,,
CV16,Canonical_Reduced,102,vouddy,reduced,flap,"New words, trained pronunciation",1,1,811,98,,1
CV16,Canonical_Reduced,35,blittus,reduced,flap,"New words, canonical pronunciation",4,1,764,107,,
CV16,Canonical_Reduced,60,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,860,90,,0
CV16,Canonical_Reduced,46,buntow,reduced,nasal,"New words, canonical pronunciation",4,1,842,20,,
CV16,Canonical_Reduced,32,bytto,canonical,flap,"New words, canonical pronunciation",4,1,784,113,,1
CV16,Canonical_Reduced,34,cluttee,reduced,flap,"New words, canonical pronunciation",4,1,1374,65,,
CV16,Canonical_Reduced,61,credenter,reduced,nasal,"New words, canonical pronunciation",4,1,1123,37,,
CV16,Canonical_Reduced,57,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,999,101,,
CV16,Canonical_Reduced,37,fluttow,reduced,flap,"New words, canonical pronunciation",4,1,984,32,,
CV16,Canonical_Reduced,47,gleanty,canonical,nasal,"New words, canonical pronunciation",4,1,865,125,,1
CV16,Canonical_Reduced,41,glunter,reduced,nasal,"New words, canonical pronunciation",4,1,906,111,,
CV16,Canonical_Reduced,63,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,977,100,,
CV16,Canonical_Reduced,49,pittery,canonical,flap,"New words, canonical pronunciation",4,1,853,104,,1
CV16,Canonical_Reduced,52,pribetty,reduced,flap,"New words, canonical pronunciation",4,1,1171,34,,
CV16,Canonical_Reduced,43,prounter,reduced,nasal,"New words, canonical pronunciation",4,1,908,23,,
CV16,Canonical_Reduced,36,ruttow,canonical,flap,"New words, canonical pronunciation",4,1,748,59,ruddow,0
CV16,Canonical_Reduced,55,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,2381,48,,1
CV16,Canonical_Reduced,42,sento,canonical,nasal,"New words, canonical pronunciation",4,1,1909,1,,1
CV16,Canonical_Reduced,39,slettow,canonical,flap,"New words, canonical pronunciation",4,1,1095,9,sennow,0
CV16,Canonical_Reduced,48,slyttenee,reduced,flap,"New words, canonical pronunciation",4,1,1098,96,,
CV16,Canonical_Reduced,44,smountus,canonical,nasal,"New words, canonical pronunciation",4,1,1389,40,,0
CV16,Canonical_Reduced,56,sounterby,canonical,nasal,"New words, canonical pronunciation",4,1,1132,10,,1
CV16,Canonical_Reduced,54,spearottus,reduced,flap,"New words, canonical pronunciation",1,0,1587,22,,
CV16,Canonical_Reduced,59,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,1272,53,,
CV16,Canonical_Reduced,62,suspintus,canonical,nasal,"New words, canonical pronunciation",4,1,1167,38,,0
CV16,Canonical_Reduced,53,trecottus,canonical,flap,"New words, canonical pronunciation",4,1,812,119,,0
CV16,Canonical_Reduced,40,trenter,canonical,nasal,"New words, canonical pronunciation",4,1,805,49,trento,0
CV16,Canonical_Reduced,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,1092,69,,0
CV16,Canonical_Reduced,33,trotty,canonical,flap,"New words, canonical pronunciation",4,1,946,116,,0
CV16,Canonical_Reduced,45,trounty,reduced,nasal,"New words, canonical pronunciation",4,1,829,110,,
CV16,Canonical_Reduced,51,vettetus,reduced,flap,"New words, canonical pronunciation",4,1,918,67,,
CV16,Canonical_Reduced,58,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,812,35,,1
CV16,Canonical_Reduced,38,voutty,reduced,flap,"New words, canonical pronunciation",4,1,764,106,,
CV16,Canonical_Reduced,64,abron,,,Nonwords,4,1,588,124,,
CV16,Canonical_Reduced,65,balloom,,,Nonwords,4,1,859,99,,
CV16,Canonical_Reduced,68,bashketball,,,Nonwords,4,1,581,62,,
CV16,Canonical_Reduced,83,bencil,,,Nonwords,4,1,844,91,,
CV16,Canonical_Reduced,84,briest,,,Nonwords,4,1,1053,29,,
CV16,Canonical_Reduced,70,cabimet,,,Nonwords,4,1,855,114,,
CV16,Canonical_Reduced,71,cassier,,,Nonwords,4,1,882,8,,
CV16,Canonical_Reduced,72,crame,,,Nonwords,4,1,889,13,,
CV16,Canonical_Reduced,73,dansher,,,Nonwords,4,1,665,92,,
CV16,Canonical_Reduced,74,feshtival,,,Nonwords,4,1,751,56,,
CV16,Canonical_Reduced,75,fiss,,,Nonwords,4,1,703,45,,
CV16,Canonical_Reduced,76,glash,,,Nonwords,4,1,724,64,,
CV16,Canonical_Reduced,77,grabe,,,Nonwords,4,1,716,28,,
CV16,Canonical_Reduced,78,han,,,Nonwords,4,1,1662,25,,
CV16,Canonical_Reduced,79,herpivore,,,Nonwords,4,1,1097,54,,
CV16,Canonical_Reduced,80,nechanic,,,Nonwords,4,1,1081,31,,
CV16,Canonical_Reduced,81,nushroom,,,Nonwords,4,1,799,27,,
CV16,Canonical_Reduced,82,palashe,,,Nonwords,4,1,804,55,,
CV16,Canonical_Reduced,66,pank,,,Nonwords,4,1,1074,6,,
CV16,Canonical_Reduced,67,parrel,,,Nonwords,4,1,749,63,,
CV16,Canonical_Reduced,69,prain,,,Nonwords,1,0,3268,0,,
CV16,Canonical_Reduced,85,reshtaurant,,,Nonwords,1,0,1424,36,,
CV16,Canonical_Reduced,86,ruppish,,,Nonwords,4,1,835,68,,
CV16,Canonical_Reduced,87,selter,,,Nonwords,4,1,812,108,,
CV16,Canonical_Reduced,90,shke,,,Nonwords,4,1,864,61,,
CV16,Canonical_Reduced,88,sirt,,,Nonwords,4,1,816,75,,
CV16,Canonical_Reduced,89,smail,,,Nonwords,4,1,954,7,,
CV16,Canonical_Reduced,91,spoom,,,Nonwords,4,1,1022,76,,
CV16,Canonical_Reduced,92,sunnit,,,Nonwords,4,1,752,118,,
CV16,Canonical_Reduced,93,teemager,,,Nonwords,4,1,736,14,,
CV16,Canonical_Reduced,94,vegetaple,,,Nonwords,4,1,834,84,,
CV16,Canonical_Reduced,95,wimdow,,,Nonwords,4,1,659,83,,
CV16,Canonical_Reduced,0,apron,,,Familiar words,1,1,747,50,,
CV16,Canonical_Reduced,1,balloon,,,Familiar words,1,1,1565,33,,
CV16,Canonical_Reduced,2,bank,,,Familiar words,1,1,746,109,,
CV16,Canonical_Reduced,3,barrel,,,Familiar words,1,1,678,16,,
CV16,Canonical_Reduced,4,basketball,,,Familiar words,1,1,1449,2,,
CV16,Canonical_Reduced,5,brain,,,Familiar words,1,1,845,47,,
CV16,Canonical_Reduced,6,cabinet,,,Familiar words,1,1,793,73,,
CV16,Canonical_Reduced,7,cashier,,,Familiar words,1,1,868,12,,
CV16,Canonical_Reduced,8,crane,,,Familiar words,1,1,956,43,,
CV16,Canonical_Reduced,9,dancer,,,Familiar words,1,1,723,15,,
CV16,Canonical_Reduced,10,festival,,,Familiar words,1,1,570,122,,
CV16,Canonical_Reduced,11,fish,,,Familiar words,1,1,920,39,,
CV16,Canonical_Reduced,12,glass,,,Familiar words,1,1,898,58,,
CV16,Canonical_Reduced,13,grape,,,Familiar words,1,1,742,11,,
CV16,Canonical_Reduced,14,ham,,,Familiar words,1,1,819,102,,
CV16,Canonical_Reduced,15,herbivore,,,Familiar words,1,1,820,57,,
CV16,Canonical_Reduced,16,mechanic,,,Familiar words,1,1,1000,112,,
CV16,Canonical_Reduced,17,mushroom,,,Familiar words,1,1,912,4,,
CV16,Canonical_Reduced,18,palace,,,Familiar words,1,1,912,81,,
CV16,Canonical_Reduced,19,pencil,,,Familiar words,1,1,727,30,,
CV16,Canonical_Reduced,20,priest,,,Familiar words,1,1,946,105,,
CV16,Canonical_Reduced,21,restaurant,,,Familiar words,1,1,672,127,,
CV16,Canonical_Reduced,22,rubbish,,,Familiar words,1,1,905,44,,
CV16,Canonical_Reduced,23,shelter,,,Familiar words,1,1,745,121,,
CV16,Canonical_Reduced,24,shirt,,,Familiar words,1,1,797,72,,
CV16,Canonical_Reduced,25,sil,,,Familiar words,1,1,960,66,,
CV16,Canonical_Reduced,26,ske,,,Familiar words,1,1,993,60,,
CV16,Canonical_Reduced,27,spoon,,,Familiar words,1,1,1080,87,,
CV16,Canonical_Reduced,28,summit,,,Familiar words,1,1,998,85,,
CV16,Canonical_Reduced,29,teeger,,,Familiar words,1,1,820,89,,
CV16,Canonical_Reduced,30,vegetable,,,Familiar words,1,1,906,51,,
CV16,Canonical_Reduced,31,window,,,Familiar words,1,1,783,52,,
CV17,Canonical_Reduced,99,bliddus,reduced,flap,"New words, trained pronunciation",1,1,433,117,,
CV17,Canonical_Reduced,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,850,74,,
CV17,Canonical_Reduced,110,bunnow,reduced,nasal,"New words, trained pronunciation",1,1,654,3,,
CV17,Canonical_Reduced,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,679,103,,
CV17,Canonical_Reduced,98,cluddee,reduced,flap,"New words, trained pronunciation",1,1,413,5,,
CV17,Canonical_Reduced,125,credenner,reduced,nasal,"New words, trained pronunciation",1,1,802,86,,
CV17,Canonical_Reduced,121,cynnergus,reduced,nasal,"New words, trained pronunciation",1,1,794,71,,
CV17,Canonical_Reduced,101,fluddow,reduced,flap,"New words, trained pronunciation",1,1,681,79,,
CV17,Canonical_Reduced,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,1124,41,,
CV17,Canonical_Reduced,105,glunner,reduced,nasal,"New words, trained pronunciation",1,1,478,19,,
CV17,Canonical_Reduced,127,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,838,94,,
CV17,Canonical_Reduced,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,479,82,,
CV17,Canonical_Reduced,116,pribeddy,reduced,flap,"New words, trained pronunciation",1,1,668,93,,
CV17,Canonical_Reduced,107,prounner,reduced,nasal,"New words, trained pronunciation",1,1,498,24,,
CV17,Canonical_Reduced,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,715,115,,
CV17,Canonical_Reduced,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,907,21,,
CV17,Canonical_Reduced,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,813,120,,
CV17,Canonical_Reduced,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,1047,26,,
CV17,Canonical_Reduced,112,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,686,97,,
CV17,Canonical_Reduced,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,638,17,,
CV17,Canonical_Reduced,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,938,42,,
CV17,Canonical_Reduced,118,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,1090,77,,
CV17,Canonical_Reduced,123,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,788,78,,
CV17,Canonical_Reduced,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,1007,126,,
CV17,Canonical_Reduced,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,862,70,,
CV17,Canonical_Reduced,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,804,80,,
CV17,Canonical_Reduced,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,556,88,,
CV17,Canonical_Reduced,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,440,18,,
CV17,Canonical_Reduced,109,trounny,reduced,nasal,"New words, trained pronunciation",1,1,533,123,,
CV17,Canonical_Reduced,115,veddetus,reduced,flap,"New words, trained pronunciation",1,1,854,95,,
CV17,Canonical_Reduced,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,744,46,,
CV17,Canonical_Reduced,102,vouddy,reduced,flap,"New words, trained pronunciation",1,1,640,98,,
CV17,Canonical_Reduced,35,blittus,reduced,flap,"New words, canonical pronunciation",1,0,714,107,,
CV17,Canonical_Reduced,60,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,873,90,,
CV17,Canonical_Reduced,46,buntow,reduced,nasal,"New words, canonical pronunciation",1,0,610,20,,
CV17,Canonical_Reduced,32,bytto,canonical,flap,"New words, canonical pronunciation",4,1,1083,113,,
